text,text_cleaned,length,true_label,true_name,lr_pred,lr_conf,bilstm_pred,bilstm_conf,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate,lr_correct,bilstm_correct,phobert_correct
Dành cho lũ quan ngại,dành cho lũ quan_ngại,4,2,HATE,0,0.6006,1,0.5435,0,0.9736,0.9736,0.0054,0.021,False,False,False
"từ thời VNCH đã cho xây rồi, nhưng dang dở thì tới 1975, sau đó người ta lo chuyện xóa bỏ chế độ cũ hơn là nhìn tương lai xa rộng nên mấy công trình đó bị hủy hoại hết rồi. ý tôi muốn nói là đừng chơi cái kiểu "" mất mùa là tại thiên tai, được mùa là bởi thiên tài đảng ta""",từ thời vnch đã cho xây rồi nhưng dang_dở thì tới 1975 sau đó người ta lo chuyện xóa bỏ chế_độ cũ hơn là nhìn tương_lai xa rộng nên mấy công_trình đó bị hủy_hoại hết rồi ý tôi muốn nói là đừng chơi cái kiểu mất_mùa là tại thiên_tai được_mùa là bởi thiên_tài_đảng ta,54,0,CLEAN,2,0.8765,2,0.7657,2,0.9735,0.0185,0.008,0.9735,False,False,False
Edg cmnr,edg cmnr,2,0,CLEAN,1,0.8232,1,0.6175,1,0.9734,0.0224,0.9734,0.0042,False,False,False
"Trần Dần ăn tục, nói khoét hắn đóan được vận mệnh, tương lai thì nay hắn giàu to rồi, chứ đâu phải xách cần đi câu cơm, có lẻ hắn bị ( bệnh tâm thần).",trần dần ăn_tục nói khoét hắn đoán được vận_mệnh tương_lai thì nay hắn giàu to rồi chứ đâu phải xách cần đi câu cơm có lẻ hắn bị bệnh_tâm_thần,29,2,HATE,1,0.5233,0,0.8938,0,0.9734,0.9734,0.0051,0.0215,False,False,False
"Thiều Thị Thanh Nga 🤭 thế mà cái kết ko có hậu cho hệ sinh thái j cả, ức chế vãi",thiều thị_thanh nga thế_mà cái kết không có_hậu cho hệ_sinh_thái gì cả ức_chế vãi,14,0,CLEAN,1,0.4287,1,0.5299,1,0.9733,0.0148,0.9733,0.0118,False,False,False
Bắn chet moe abe h,bắn chet moe abe giờ,5,2,HATE,0,0.3652,0,0.7126,0,0.9733,0.9733,0.0217,0.005,False,False,False
Bắn chet moe abe h,bắn chet moe abe giờ,5,2,HATE,0,0.3652,0,0.7126,0,0.9733,0.9733,0.0217,0.005,False,False,False
Arlios Trinh kinh tởm,arlios trinh_kinh tởm,3,0,CLEAN,1,0.836,1,0.587,1,0.9732,0.0046,0.9732,0.0221,False,False,False
Bà này nói đúng mà     bà đó  đi làm o sin gửi tiền đô về Việt Nam hưởng chứ tiền Việt Nam lam gì có giá trị  tuy bà nói chuyện thô lỗ tí nhưng mà bà nói đúng mà...,bà này nói đúng mà bà đó đi làm o_sin gửi tiền_đô về việt_nam hưởng chứ tiền việt_nam lam_gì có giá_trị tuy bà nói_chuyện thô_lỗ tí nhưng_mà bà nói đúng mà,31,0,CLEAN,2,0.9013,2,0.9369,2,0.9731,0.022,0.0049,0.9731,False,False,False
Lủ chó,lủ chó,2,2,HATE,1,0.5067,1,0.5577,1,0.973,0.0023,0.973,0.0247,False,False,False
Nguyễn Công phục cái máu lol,nguyễn_công_phục cái máu lol,4,1,OFFENSIVE,2,0.5751,1,0.7915,2,0.9728,0.0139,0.0133,0.9728,False,True,False
"Trâu bò chứ ko phải người mà. 🤔 Sức chịu đựng của dân thủ đô thật đáng ngưỡng mộ. Hàng ngày họ hít thủy ngân, bụi mịn ô nhiễm, uống nước thải qua đường ống làm bằng vật liệu phế thải trung quốc (ống nước bể mấy chục lần), ăn thực phẩm chứa chất độc hại",trâu_bò chứ không phải người mà sức chịu_đựng của dân thủ_đô thật đáng ngưỡng_mộ hàng ngày họ hít thủy ngân_bụi mịn ô_nhiễm uống nước_thải qua đường_ống làm bằng vật_liệu phế_thải trung_quốc ống nước bể mấy chục lần ăn thực_phẩm chứa chất độc_hại,42,1,OFFENSIVE,2,0.9524,2,0.7704,2,0.9727,0.0167,0.0106,0.9727,False,False,False
Ma Quốc Luân con sâu làm giầu nồi canh,ma_quốc luân con sâu làm giầu nồi canh,8,0,CLEAN,2,0.7256,0,0.5802,2,0.9724,0.0233,0.0044,0.9724,False,True,False
Khánh Con Sao Ko lấy số người chết của Ý ra nhỉ. Ý cũng là châu Âu đó. Hi sinh người chết vừa làm tăng miễn dịch cộng đồng vừa cho đỡ chật đất. Cách làm của Tây hay thật ta ơi 😌,khánh con sao không lấy số người chết của ý ra nhỉ_ý cũng là châu_âu đó hi_sinh người chết vừa làm tăng miễn_dịch cộng_đồng vừa cho đỡ chật đất cách làm của tây hay thật ta ơi,37,2,HATE,0,0.878,0,0.4587,0,0.9722,0.9722,0.0069,0.0208,False,False,False
"1 quốc gia không có đường để ĐI, SỐ BOT thật chóng mặt",1 quốc_gia không có đường để đi số bot thật chóng_mặt,11,2,HATE,1,0.486,0,0.7898,0,0.9721,0.9721,0.0078,0.02,False,False,False
"Tâm Tâm nó nói gì chẳng đc thực hư thế nào chả ai biết.nếu bạn cố tình đi lây lan bạn có chịu khai thật với chính quyền là:\""ờ t bị bệnh t thích đi hiến đấy. Bạn dám nói thế thì mình chịu sai.",tâm_tâm nó nói gì chẳng được thực_hư thế_nào chả ai biết nếu bạn cố_tình đi lây_lan bạn có chịu khai thật với chính_quyền là ờ tao bị bệnh tao thích đi hiến đấy bạn dám nói thế thì mình chịu sai,41,0,CLEAN,2,0.8633,2,0.8274,2,0.972,0.023,0.0049,0.972,False,False,False
PHÚC TOÀN bạn là người có ăn có học hãy làm chuyện có ít cho xã hội những người có bệnh tâm thần đáng thương lắm bạn,phu c toa n ba n_la ngươ i co_ăn co_ho c ha y_la mày chuyê_n co i tao cho xa hô i như ng ngươ i co_bê nh tâm_thâ n đa ng_thương lă mày ba n,36,0,CLEAN,2,0.8333,2,0.9056,2,0.9717,0.024,0.0042,0.9717,False,False,False
Trung gia cát,trung_gia cát,2,0,CLEAN,0,0.6672,1,0.4593,2,0.9716,0.0194,0.009,0.9716,True,False,False
Khi buồn mình chơi lớn đi nghĩa vụ và giờ muốn ra cx éo đc,khi buồn mình chơi lớn đi nghĩa_vụ và giờ muốn ra cũng éo được,14,1,OFFENSIVE,0,0.9431,0,0.7997,0,0.9715,0.9715,0.0251,0.0035,False,False,False
Ma mày đau ma mày đau bóp cu ba may sung con cười muốn chết luôn co kim oi,ma mày đau ma mày đau bóp cu ba may_sung con cười muốn chết luôn co_kim oi,17,2,HATE,2,0.9196,2,0.8158,0,0.9711,0.9711,0.0112,0.0176,True,True,False
"Tôi vẫn chưa hiểu, tại sao Saigon, một thành phố ""Ngụy"" đói khổ, bị bọn Mỹ ""Ngụy"" đàn áp, bóc lột, cần chế độ CS ta giải phóng, cứu đói, mà lại nộp ngân sách nhiều thế ! (bằng 55 tỉnh thành khác).",tôi vẫn chưa hiểu tại_sao saigon một thành_phố ngụy đói_khổ bị bọn mỹ_ngụy đàn_áp bóc_lột cần chế_độ có ta giải_phóng cứu đói mà_lại nộp ngân_sách nhiều thế bằng 55 tỉnh_thành khác,31,1,OFFENSIVE,2,0.9704,2,0.8262,2,0.9704,0.0242,0.0053,0.9704,False,False,False
H mới bík.  Đuờq quyền là bà nỳ sáng chế,giờ mới bík đuờq quyền là bà nỳ sáng_chế,9,0,CLEAN,0,0.8911,0,0.7066,2,0.9703,0.0238,0.0059,0.9703,True,True,False
Con ho ly tinh nay o tha thu duoc,con ho ly_tinh nay o tha_thu được,7,2,HATE,0,0.6431,0,0.6348,0,0.9702,0.9702,0.0085,0.0213,False,False,False
Nản ba gà thật sự,nản ba gà thật_sự,4,0,CLEAN,2,0.7906,0,0.4093,2,0.9698,0.0254,0.0048,0.9698,False,True,False
"Ông thầy dạy Mac-Le của tui phán ""Mĩ cũng không phải dân chủ, chỉ có 2 đảng tranh cử, tất cả đều xếp đặt trước cả rồi """,ông thầy dạy mac_le của tui phán_mĩ cũng không phải dân_chủ chỉ có 2 đảng tranh_cử tất_cả đều xếp_đặt trước cả rồi,22,0,CLEAN,2,0.5323,2,0.6557,2,0.9696,0.0259,0.0045,0.9696,False,False,False
K thể chấp nhận đc....,không_thể chấp_nhận được,3,0,CLEAN,0,0.5457,0,0.4973,1,0.9693,0.0257,0.9693,0.005,True,True,False
Xem bực mình thêm,xem bực_mình thêm,3,1,OFFENSIVE,0,0.9795,0,0.8423,0,0.9693,0.9693,0.0282,0.0025,False,False,False
Úi zồi sắp đến đoạn phệt thì lại bị bắt,úi zồi sắp đến đoạn phệt thì lại bị bắt,10,0,CLEAN,0,0.7935,0,0.5666,1,0.9692,0.0148,0.9692,0.0161,True,True,False
Kim Phượng thế con ngu ở hà nội p nó cũng nhảy bông nhông khắp nơi đó p,kim phượng thế con ngu ở hà_nội p nó cũng nhảy bông_nhông khắp_nơi đó p,15,1,OFFENSIVE,0,0.6279,0,0.4539,0,0.9692,0.9692,0.0055,0.0254,False,False,False
Ngta đẹp và bán hàng có tiếng lâu năm .và đẹp hơn mặt chó,ngta đẹp và bán hàng có tiếng lâu năm và đẹp hơn mặt chó,14,0,CLEAN,1,0.7119,1,0.5159,1,0.9689,0.0052,0.9689,0.0258,False,False,False
Abe chơi dơ,abe chơi dơ,3,0,CLEAN,2,0.6215,1,0.5089,2,0.9687,0.0249,0.0064,0.9687,False,False,False
có nghe tộc trưởng nói không.. đợi cái loz,có nghe_tộc trưởng nói không đợi cái loz,8,1,OFFENSIVE,1,0.5621,1,0.6397,2,0.9684,0.0062,0.0255,0.9684,True,True,False
Cô nay ko con tư nao (( đê noi ),cô nay không con tư_nao đê noi,7,0,CLEAN,0,0.837,0,0.5733,2,0.9684,0.0264,0.0051,0.9684,True,True,False
chú tính ăn tết trong tù à??,chú tính ăn_tết trong tù à,6,0,CLEAN,0,0.644,1,0.5851,2,0.9682,0.0269,0.0048,0.9682,True,False,False
Sự lươn lẹo là vậy,sự lươn_lẹo là vậy,4,0,CLEAN,0,0.8782,0,0.7207,1,0.9679,0.0267,0.9679,0.0054,True,True,False
"Mấy a dlv ""chúng mày đã làm j cho tổ quốc"" đâu rồi...??",mấy anh dlv chúng_mày đã làm_gì cho tổ_quốc đâu rồi,10,0,CLEAN,2,0.9933,2,0.9586,2,0.9679,0.0276,0.0045,0.9679,False,False,False
Sena nhìn mặc như lồn,sena nhìn mặc như lồn,5,2,HATE,2,0.9428,1,0.7409,1,0.9673,0.0041,0.9673,0.0286,True,False,False
"Công nhận Trung Quốc chưa bao giờ bành trướng thế lực như bây giờ. Dám đưa ra những yêu cầu trời ơi đất hỡi, mỗi thù trăm năm vs phương Tây và phát xít Nhật, đang trả thù từ từ nè",công_nhận trung_quốc chưa bao_giờ bành_trướng thế_lực như bây_giờ dám đưa ra những yêu_cầu trời_ơi đất hỡi mỗi thù trăm_năm vs phương_tây và phát_xít nhật đang trả_thù từ_từ nè,28,0,CLEAN,0,0.7524,2,0.7212,2,0.9671,0.0289,0.004,0.9671,True,False,False
Để được ngồi đợi sự trợ giúp từ Phan Anh thì cũng nhờ có sự trợ giúp của bn cbcs đang vật lộn với nước lũ đưa ng dân vào đât liền đó bạn. Stt của chị này là lên án những người chỉ nhìn thấy sự hào nhoáng mà báo chí tung hô PA k thấy được sự khổ cực của CBCS. Chứ k phải lên án PA nha bạn,để được ngồi đợi sự trợ_giúp từ phan_anh thì cũng nhờ có sự trợ_giúp của bao_nhiêu cbcs đang vật_lộn với nước lũ đưa ng dân vào đât liền đó bạn stt của chị này là lên_án những người chỉ nhìn thấy sự hào_nhoáng mà báo_chí tung hô_pa không thấy được sự khổ_cực của cbcs chứ không phải lên_án pa nha bạn,61,0,CLEAN,2,0.8401,2,0.6683,2,0.9668,0.0291,0.0041,0.9668,False,False,False
"Golden Golden Bao tuổi rồi mà phát biểu chán thế hả bạn . Người ta người Việt , không về Việt Nam thì phải sang Trung Quốc mới đúng à . Họ bỏ tiền ra đi máy bay riêng để không ảnh hưởng người khác , mà khi về đến nhà vẫn bị mấy người như bạn kỳ thị chử",golden golden bao tuổi rồi mà phát_biểu chán thế hả bạn người ta người việt không về việt_nam thì phải sang trung_quốc mới đúng à họ bỏ tiền ra đi máy_bay riêng để không ảnh_hưởng người khác mà khi về đến nhà vẫn bị mấy người như bạn kỳ_thị chử,50,0,CLEAN,2,0.7941,2,0.7569,2,0.9667,0.0283,0.005,0.9667,False,False,False
Việt Nam thì nó lại là lồn các cậu ạ 🤦🤦,việt_nam thì nó lại là lồn các cậu ạ,9,1,OFFENSIVE,2,0.9128,1,0.4786,2,0.9665,0.0108,0.0227,0.9665,False,True,False
Quan chức nhà nước mà cứ như vầy thì sao được lòng dân 😡,quan_chức nhà_nước mà cứ như_vầy thì sao được lòng dân,10,0,CLEAN,2,0.6352,2,0.7603,2,0.9662,0.0266,0.0072,0.9662,False,False,False
Bố lạy mày Nhung ơi là Nhung,bố lạy mày nhung ơi_là nhung,6,2,HATE,2,0.5365,1,0.3709,0,0.966,0.966,0.0035,0.0305,True,False,False
"Lão già này đã mở được mắt rôi à, năm 2022 quoay đầu về bờ , đúng là đồ dở hết đường đi. Võ ông đánh gà ko tụt lông.",lão già này đã mở được mắt rôi à năm 2022 quoay đầu về bờ đúng là đồ_dở hết đường đi võ ông đánh gà không tụt lông,28,2,HATE,0,0.8246,0,0.9067,0,0.9656,0.9656,0.0041,0.0303,False,False,False
Dừa cái lone lắm nghe 🙃🙃🙃,dừa cái lone lắm nghe,5,1,OFFENSIVE,1,0.9085,1,0.602,0,0.9652,0.9652,0.0311,0.0038,True,True,False
"nhìn mặt Admin thấy ghét, không ưa! :D :D :D",nhìn mặt admin thấy ghét không ưa d d d,10,0,CLEAN,2,0.5741,2,0.8537,2,0.9651,0.0211,0.0138,0.9651,False,False,False
"Con lạy bố, tuyến này là của Posco Hàn Quốc, thằng TQ làm tuyến Cát Linh - Hà Đông",con lạy bố tuyến này là của posco hàn_quốc thằng tq làm tuyến cát linh_hà đông,16,0,CLEAN,2,0.9529,2,0.9109,2,0.9648,0.0314,0.0038,0.9648,False,False,False
"Quỳnh Hương thật, t tưởng nó viết thiếu dấu nặng, mẹ nó chứ",quỳnh_hương thật tao tưởng nó viết thiếu dấu nặng mẹ nó chứ,12,2,HATE,2,0.6198,1,0.7017,1,0.9643,0.0322,0.9643,0.0035,True,False,False
Trend như con cật cũng đi đú,trend như con cật cũng đi đú,7,1,OFFENSIVE,1,0.9312,1,0.5122,0,0.9642,0.9642,0.031,0.0048,True,True,False
Thắm thum thủm,thă mày thum thu mày,5,0,CLEAN,0,0.5286,0,0.5731,2,0.964,0.0317,0.0043,0.964,True,True,False
Mỗi lần lên sóng là đeo vàng làm như giàu lắm hay sao mà khoe của thấy ghê.còn cái mặt mình nhìn chung ko có 1 chỗ nào thiện cảm hết.nhìn mặt là biết cái thứ đàn bà độc mồm độc miệng.hung dữ.nói tục chửi thề v...v tưởng z là hay lắm,mỗi lần lên sóng là đeo vàng làm như giàu lắm hay sao mà khoe của thấy ghê còn cái mặt mình nhìn_chung không có 1 chỗ nào thiện_cảm hết nhìn mặt là biết cái thứ đàn_bà độc_mồm độc_miệng hung_dữ nói_tục chửi thề vậy vậy tưởng vậy là hay lắm,50,2,HATE,2,0.9466,2,0.6543,1,0.9637,0.0045,0.9637,0.0318,True,True,False
Không có tiền thì gọi là mơ ước chứ đéo phải đam mê đâu,không có tiền thì gọi_là mơ_ước chứ đéo phải đam_mê đâu,11,0,CLEAN,1,0.9065,1,0.8784,1,0.9632,0.0336,0.9632,0.0032,False,False,False
Giựt tiền của chị minh hiếu mà nổ,giựt tiền của chị minh_hiếu mà nổ,7,0,CLEAN,2,0.8784,2,0.435,2,0.963,0.0252,0.0118,0.963,False,False,False
Không có csgt nào tốt cả .,không có csgt nào tốt cả,6,2,HATE,0,0.5982,0,0.8493,0,0.9625,0.9625,0.0123,0.0252,False,False,False
ý thức nd đã kém rồi nói gì đến mấy anh bụng phệ,ý_thức nd đã kém rồi nói_gì đến mấy anh bụng phệ,11,1,OFFENSIVE,2,0.5664,0,0.5197,2,0.9625,0.0281,0.0094,0.9625,False,False,False
Phát Thịnh thầy tui như thằng xì ke.,phát thịnh thầy tui như thằng xì ke,8,2,HATE,0,0.9455,0,0.7928,0,0.9625,0.9625,0.0041,0.0334,False,False,False
Gai tre,gai tre,2,0,CLEAN,0,0.5937,0,0.5726,1,0.9619,0.0311,0.9619,0.007,True,True,False
Phản động là gì vậy? Auto đéo động não à,phản_động là gì vậy auto đéo_động não à,8,2,HATE,1,0.741,1,0.4699,1,0.9612,0.0026,0.9612,0.0362,False,False,False
Chán😅😅,chán,1,0,CLEAN,1,0.8976,1,0.4749,1,0.9612,0.0343,0.9612,0.0045,False,False,False
Chán,chán,1,0,CLEAN,1,0.8976,1,0.4749,1,0.9612,0.0343,0.9612,0.0045,False,False,False
Thời nay có những người mãi mãi chọc người có vấn đề thần kinh để làm gì ÁC ĐỨC LẮM bỏ đi người ta có chồng có con thơ dại không có đi lừa gạt cướp bóc ???,thơ i nay co như ng ngươ i ma i ma i cho c ngươ i co_vâ n đê thâ n kinh đê la_mày gi anh c đư c lă mày bo đi ngươ i ta co_chô ng_co con_thơ da i không co đi_lư anh ga tao cươ p bo c,51,0,CLEAN,2,0.9769,2,0.9063,2,0.9609,0.034,0.0052,0.9609,False,False,False
Văn Trường 😒 dịch: không làm mà đòi có ăn thì chỉ có ăn cứt 😌,văn_trường dịch không làm mà đòi có ăn thì chỉ có ăn cứt,13,0,CLEAN,2,0.5354,1,0.4129,2,0.9608,0.026,0.0132,0.9608,False,False,False
Quê tao mà giơ cánh hoa ntn ra đường là đéo còn đường về quê mẹ,quê tao mà giơ cánh hoa như_thế_nào ra đường là đéo còn đường về quê mẹ,16,0,CLEAN,1,0.9602,1,0.8874,1,0.9601,0.0357,0.9601,0.0041,False,False,False
Covid-19 là cái gương chiếu yêu hay gì á :))) biết bao nhiêu bộ mặt ngu dốt lòi ra,covid 19 là cái gương chiếu yêu hay gì á biết_bao_nhiêu bộ_mặt ngu_dốt lòi ra,15,2,HATE,0,0.6544,0,0.8149,1,0.9601,0.0304,0.9601,0.0095,False,False,False
"Bọn Anh này còn bị nhiều, với cái kiểu xem thường dịch bệnh này thì sắp rồi,bọn nó còn kì thị cả đeo khẩu trang mà, ng bệnh có triệu chứng thì khám qua loa",bọn anh này còn bị nhiều với cái kiểu xem_thường dịch_bệnh này thì sắp rồi bọn nó còn kì_thị cả đeo khẩu_trang mà ng bệnh có triệu_chứng thì khám qua_loa,30,0,CLEAN,2,0.6373,2,0.9347,2,0.96,0.034,0.0061,0.96,False,False,False
"Thiên đường xã hội chủ nghĩa là cái từ chẳng bao giờ đc nhắc đến trong bất kỳ 1 sách vở, nghị quyết, văn kiện nào của đảng. Mà toàn là từ các nhóm chống cộng mà ra",thiên_đường xã_hội_chủ_nghĩa_là cái từ chẳng bao_giờ được nhắc đến trong bất_kỳ 1 sách_vở nghị_quyết văn_kiện nào của đảng mà toàn là từ các nhóm chống cộng mà ra,28,0,CLEAN,2,0.9327,1,0.4647,2,0.96,0.0271,0.0128,0.96,False,False,False
"Ừm thế đấy,chữ nhân dân hiện diện trên khắp danh xưng cơ quan chính phủ, nhưng dân chỉ như cọng cỏ cọng rác bên đường mà họ nhân danh.",ừm thế đấy chữ nhân_dân hiện_diện trên khắp danh_xưng cơ_quan chính_phủ nhưng dân chỉ như cọng cỏ cọng rác bên đường mà họ nhân_danh,24,0,CLEAN,2,0.6786,2,0.9467,2,0.96,0.0318,0.0081,0.96,False,False,False
Mình nói người ta bê đê mình xem lai mình đi . Mày la cũng loai bê đê co cây đinh chính giữ la may kkkk,mình nói người ta bê đê mình xem lai mình đi mày_la cũng loai_bê đê co cây đinh chính_giữ la_may không,21,2,HATE,0,0.5047,0,0.9077,0,0.9598,0.9598,0.0266,0.0136,False,False,False
"anh Trung đập thẻ , anh Trung phá sản :)))",anh trung_đập thẻ anh trung_phá sản,6,0,CLEAN,0,0.9707,0,0.958,2,0.9595,0.0358,0.0047,0.9595,True,True,False
"anh Trung đập thẻ , anh Trung phá sản :)))",anh trung_đập thẻ anh trung_phá sản,6,0,CLEAN,0,0.9707,0,0.958,2,0.9595,0.0358,0.0047,0.9595,True,True,False
Mẹc si sa đéc :)),mẹc si_sa đéc,3,0,CLEAN,0,0.9199,0,0.6015,2,0.9589,0.0224,0.0187,0.9589,True,True,False
Trường t không được mặc áo dài cm ạ:))),trường tao không được mặc áo_dài cm ạ,8,0,CLEAN,0,0.6172,0,0.79,1,0.9588,0.0361,0.9588,0.0051,True,True,False
"Ý là bạn thích đc dí lồn vào mặt à? Vậy thì cũng giống mình. Sướng mà, nhờ 😂",ý là bạn thích được dí lồn vào mặt à vậy thì cũng giống mình sướng mà nhờ,18,2,HATE,2,0.5107,2,0.7615,1,0.9586,0.0112,0.9586,0.0302,True,True,False
Mỹ Châu nhìn bếck vđ,mỹ_châu nhìn bếck vđ,4,1,OFFENSIVE,0,0.4809,0,0.4711,0,0.9585,0.9585,0.0229,0.0186,False,False,False
"Cho nghỉ là may, hóa ra mục đích nói ra là ko cho nghĩ à🤣",cho nghỉ là may hóa ra mục_đích nói ra là không cho nghĩ à,14,0,CLEAN,2,0.7837,2,0.7223,1,0.9583,0.0306,0.9583,0.0111,False,False,False
Nguyễn Minh nhật bổn bệnh vl thế này á minh béo :)),nguyễn_minh_nhật bổn bệnh vãi thế_này á_minh béo,7,2,HATE,1,0.4898,1,0.7442,0,0.9583,0.9583,0.0338,0.0079,False,False,False
Trước sau j cũng đi theo phúc xạo lol,trước_sau gì cũng đi theo phúc_xạo lol,7,2,HATE,1,0.6073,1,0.7114,1,0.9583,0.0027,0.9583,0.039,False,False,False
thực sự ra chẳng có phản động đâu chỉ co người DÂN nói sự thật thì bị chính quyền chụp mũ gọi là phản động,thực_sự ra chẳng có phản_động đâu chỉ co người_dân nói sự_thật thì bị chính_quyền chụp mũ gọi_là phản_động,18,0,CLEAN,0,0.6161,1,0.4493,1,0.958,0.0333,0.958,0.0086,True,False,False
"chia ra thôi, bán miền bắc cho tq cho dễ =)))",chia ra thôi bán miền bắc cho tq cho dễ,10,0,CLEAN,0,0.379,1,0.6213,2,0.9578,0.0322,0.01,0.9578,True,False,False
"ĐN đúng là TP gương mẫu, khổ cho cái SG vs HN",đn đúng là tp gương_mẫu khổ cho cái sg vs hn,11,0,CLEAN,0,0.8078,1,0.512,2,0.9575,0.0179,0.0246,0.9575,True,False,False
"Phải nói có sách mách có chứng thế thì nhiều người mới biết được đâu là ngụy đâu là chính, đâu là ngu dốt đâu là văn minh..",phải nói có sách mách có chứng_thế thì nhiều người mới biết được đâu là ngụy đâu là chính đâu là ngu dốt đâu là văn_minh,26,0,CLEAN,2,0.8151,2,0.6585,1,0.9574,0.034,0.9574,0.0086,False,False,False
"Loại này nên bắn, đéo cần bịnh hay không.",loại này nên bắn đéo cần bịnh hay không,9,2,HATE,1,0.7127,2,0.5905,0,0.957,0.957,0.0375,0.0055,False,True,False
"Úi  trời. Tiên tri Trần  dần  HÙI  xưa CHẮC  ở  gần  kho đạn  long bình  hôn ma nỗ  dữ  QUÁ  vậy dẫu sao cũng cảm  ơn vũ hoang Lânđã  mời VÀ  phỏng vấn  trần  dần,hài  ui quá!.tĩnh cả  ngủ uôn.hoàng  lân khôn bo MẸ. Toàn  khích cho dân6nỗ  chi mọi  người  vui kkk",u i trơ i tiên_tri trâ n dâ n hu i xưa chă c ơ_gâ n kho đa_n long bi_nh hôn_ma nô_dư qua vâ_y dâ_u sao cu ng ca mày ơn vu_hoang lânđa mơ i va_pho ng vâ n trâ n dâ n ha i ui qua ti_nh ca ngu uôn hoa_ng lân khôn_bo me toa_n khi ch cho dân6nô chi_mo i ngươ i vui không,66,0,CLEAN,2,0.9424,2,0.9576,2,0.9569,0.0356,0.0075,0.9569,False,False,False
"tran dan Tien Tri Gi, Chi An Tuc, Noi Leo - Ông Ta Da Co Ten Dau Tien Trong Danh Sách & Dang Cho Doi (Truong Mam Non Nghĩa Dia Tuyen Sinh Khoa Moi)",tran dan tien_tri gi chi_an tuc noi leo ông ta da co_ten dau tien trong danh_sách dang cho doi_truong mam non_nghĩa dia_tuyen sinh_khoa moi,24,0,CLEAN,2,0.7907,2,0.9317,2,0.9569,0.0345,0.0086,0.9569,False,False,False
Yêu đương đ gì tầm này em còn phải đi cà khịa đã 😒,yêu đương đ gì tầm này em còn phải đi cà_khịa đã,12,1,OFFENSIVE,0,0.95,0,0.6619,0,0.9567,0.9567,0.0405,0.0028,False,False,False
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",thì đã nói rồi thế_giới người ta có mỏ bạc mỏ vàng mỏ kim_cương còn việt_nam có mỏ lồn là hay 3,22,2,HATE,2,0.8343,2,0.8651,1,0.9565,0.0088,0.9565,0.0347,True,True,False
"Chúng tôi: đại đa số dân đen nước Việt, rất cảm ơn thịnh tình và sự nhiệt huyết của quí ngài dành cho môi trường nơi chúng tôi sinh sống. Chúng tôi lấy làm tiếc về sự việc đã xảy ra, mà ko biết làm sao để thay đổi, mặc dù 90tr dân nước Việt thông minh,",chúng_tôi đại_đa_số dân đen nước việt rất cảm_ơn thịnh_tình và sự nhiệt_huyết của quí ngài dành cho môi_trường nơi chúng_tôi sinh_sống chúng_tôi lấy_làm tiếc về sự_việc đã xảy ra mà không biết làm_sao để thay_đổi mặc_dù 90 tr dân nước việt thông_minh,42,2,HATE,0,0.5212,2,0.5099,0,0.9565,0.9565,0.004,0.0394,False,True,False
Lồn ba rọi,lồn ba rọi,3,1,OFFENSIVE,2,0.931,2,0.5233,2,0.9562,0.0044,0.0394,0.9562,False,False,False
Quan chức lương thì cũng như ta thôi. Nhưng ng nào ng nấy khi lên làm quan toàn nhà lầu xe hơi. Lạ.,quan_chức lương thì cũng như ta thôi nhưng ng nào ng_nấy khi lên làm quan_toàn nhà_lầu xe_hơi lạ,18,2,HATE,1,0.8881,1,0.5953,1,0.956,0.0365,0.956,0.0076,False,False,False
nha tien tran dan.noi dung tuy co ung bien__nuoc my cong bo nguoi nhiem benh buoi sang bao nhieu ca.buoi chua la tran dan doan dung chinh sac 99% ..,nha tien tran dan noi_dung tuy co ung_bien nuoc my cong bo nguoi nhiem benh buoi sang bao nhieu ca buoi chua_la tran dan doan_dung chinh_sac 99,27,0,CLEAN,2,0.9746,2,0.9467,2,0.9552,0.0352,0.0096,0.9552,False,False,False
Túm lại: Muốn giết người mà vẫn vô tội hoặc án gãi ghẻ thì phấn đấu làm cán bộ đi.,túm lại muốn giết người mà vẫn vô_tội hoặc án gãi_ghẻ thì phấn_đấu làm cán_bộ đi,16,2,HATE,1,0.5858,1,0.453,1,0.9545,0.0154,0.9545,0.03,False,False,False
Lúc hoạn nạn mới bt ai bạn ai thù nhưng mấy bn 3/// ăn cứt Mĩ nhiều quá đ nhận ra rồi :)))),lúc hoạn_nạn mới bình_thường ai bạn ai_thù nhưng mấy bao_nhiêu 3 ăn cứt_mĩ nhiều quá đ nhận ra rồi,19,2,HATE,0,0.8322,0,0.6724,1,0.9533,0.0237,0.9533,0.023,False,False,False
đến lúc nó chet lại sợ dai ra quần :((,đến lúc nó chet lại sợ dai ra quần,9,0,CLEAN,1,0.899,1,0.6899,1,0.9533,0.0422,0.9533,0.0045,False,False,False
Dm cái giọng cười Abe nghe khốn nạn vl ạ :)) nhưng mỗi lần em nghe em đều cười theo =)),dm cái giọng cười abe nghe khốn_nạn vãi ạ nhưng mỗi lần em nghe em đều cười theo,18,0,CLEAN,2,0.7299,1,0.6627,1,0.9531,0.0355,0.9531,0.0114,False,False,False
wibu rách,wibu rách,2,2,HATE,0,0.9791,0,0.4775,1,0.953,0.0416,0.953,0.0053,False,False,False
